Campaign ID,Day,Impressions,Avg. position,Search Impr. share
858854390,2018-08-04,13550,0.0,17.88%
859238553,2018-08-04,655,0.0,23.21%
868539986,2018-08-04,7212,0.0,42.95%
868539989,2018-08-04,8065,0.0,26.75%
870930626,2018-08-04,103,0.0,< 10%
870930629,2018-08-04,1144,0.0,27.29%
877479096,2018-08-04,3907,0.0,41.84%
897401005,2018-08-04,116,0.0,77.48%
897401008,2018-08-04,3,0.0,75.00%
897401704,2018-08-04,23,0.0,41.46%
897942446,2018-08-04,3,0.0,100.00%
898306749,2018-08-04,1,0.0,100.00%
903986546,2018-08-04,6958,0.0,36.34%
1047267041,2018-08-04,16096,0.0,22.52%
1054087324,2018-08-04,7990,0.0,56.23%
1352721067,2018-08-04,2,0.0,< 10%
1496183700,2018-08-04,20064,0.0,34.96%
858254140,2018-08-05,6289,0.0,46.11%
858276859,2018-08-05,10205,0.0,25.16%
858276862,2018-08-05,603,0.0,26.37%
858277336,2018-08-05,14254,0.0,42.90%
858852386,2018-08-05,19,0.0,< 10%
858854351,2018-08-05,2802,0.0,37.65%
859238553,2018-08-05,417,0.0,10.97%
870930629,2018-08-05,952,0.0,26.87%
877479096,2018-08-05,3406,0.0,38.70%
897397435,2018-08-05,103,0.0,86.36%
897401008,2018-08-05,1,0.0,100.00%
897401704,2018-08-05,15,0.0,29.03%
898307685,2018-08-05,6,0.0,80.00%
903986543,2018-08-05,3998,0.0,46.95%
1054087324,2018-08-05,7909,0.0,53.50%
1066540777,2018-08-05,8,0.0,66.67%
1066540783,2018-08-05,19,0.0, --
1495559224,2018-08-05,19698,0.0,38.18%
1495559227,2018-08-05,80457,0.0,47.74%
858254140,2018-08-06,9535,0.0,54.89%
858277339,2018-08-06,43088,0.0,31.59%
858852386,2018-08-06,13,0.0,< 10%
858854387,2018-08-06,22140,0.0,27.83%
859238553,2018-08-06,641,0.0,11.11%
868539986,2018-08-06,16428,0.0,45.90%
897397435,2018-08-06,301,0.0,79.31%
897401005,2018-08-06,269,0.0,75.47%
897401227,2018-08-06,58,0.0,100.00%
903986543,2018-08-06,7520,0.0,52.52%
903986546,2018-08-06,5925,0.0,33.10%
1047267041,2018-08-06,16971,0.0,22.93%
1066540783,2018-08-06,90,0.0,66.67%
1352721067,2018-08-06,6,0.0,12.00%
1435177379,2018-08-06,50298,0.0,30.40%
1495559227,2018-08-06,67053,0.0,48.08%
1496183700,2018-08-06,5595,0.0,20.36%
858276859,2018-08-07,11421,0.0,28.53%
858277336,2018-08-07,35240,0.0,48.39%
858852386,2018-08-07,33,0.0,< 10%
897401008,2018-08-07,1,0.0,50.00%
898307685,2018-08-07,26,0.0,75.00%
903986546,2018-08-07,7668,0.0,36.56%
1047267041,2018-08-07,20257,0.0,24.32%
1054087324,2018-08-07,11510,0.0,55.21%
1066540777,2018-08-07,37,0.0,100.00%
858254140,2018-08-08,9627,0.0,51.85%
858842837,2018-08-08,17157,0.0,33.63%
858854387,2018-08-08,25161,0.0,28.19%
858854390,2018-08-08,14538,0.0,19.43%
868539986,2018-08-08,18637,0.0,46.21%
868539989,2018-08-08,10718,0.0,30.75%
870930626,2018-08-08,160,0.0,< 10%
877479096,2018-08-08,4538,0.0,42.20%
897401005,2018-08-08,231,0.0,72.46%
897401227,2018-08-08,49,0.0,81.82%
898307685,2018-08-08,6,0.0,100.00%
903986543,2018-08-08,8896,0.0,52.50%
1047267041,2018-08-08,23160,0.0,25.04%
1054087324,2018-08-08,13155,0.0,57.48%
1066540777,2018-08-08,56,0.0,75.00%
1066540783,2018-08-08,275,0.0,81.82%
1352721067,2018-08-08,8,0.0,10.14%
1394686951,2018-08-08,2445,0.0,17.27%
1435177379,2018-08-08,54156,0.0,29.67%
858254140,2018-08-09,10002,0.0,48.44%
858276856,2018-08-09,7406,0.0,34.74%
858276859,2018-08-09,11858,0.0,28.81%
858276862,2018-08-09,306,0.0,14.69%
858277336,2018-08-09,49761,0.0,59.01%
858842837,2018-08-09,13512,0.0,27.49%
858852386,2018-08-09,2,0.0,< 10%
858854387,2018-08-09,25222,0.0,28.86%
858854390,2018-08-09,15405,0.0,19.94%
870930626,2018-08-09,203,0.0,< 10%
870930629,2018-08-09,1698,0.0,35.36%
877479096,2018-08-09,4093,0.0,40.01%
897401005,2018-08-09,191,0.0,70.90%
898306746,2018-08-09,173,0.0,90.24%
898306749,2018-08-09,2,0.0, --
898307685,2018-08-09,18,0.0,100.00%
903986543,2018-08-09,9609,0.0,53.11%
903986546,2018-08-09,7805,0.0,37.54%
1047267041,2018-08-09,23945,0.0,26.41%
1066540777,2018-08-09,55,0.0,75.00%
1352721067,2018-08-09,6,0.0,10.00%
1495559224,2018-08-09,12163,0.0,31.69%
1496183700,2018-08-09,5629,0.0,26.63%
858254140,2018-08-10,8971,0.0,44.28%
858276862,2018-08-10,349,0.0,15.57%
858277336,2018-08-10,41854,0.0,57.65%
868539986,2018-08-10,15448,0.0,52.56%
870930626,2018-08-10,157,0.0,< 10%
877479096,2018-08-10,4233,0.0,39.58%
897397435,2018-08-10,206,0.0,80.65%
897401005,2018-08-10,207,0.0,76.73%
897401008,2018-08-10,13,0.0,100.00%
897401227,2018-08-10,53,0.0,52.17%
1047267041,2018-08-10,20192,0.0,22.88%
1054087324,2018-08-10,11487,0.0,50.10%
1066540777,2018-08-10,33,0.0,50.00%
1359648690,2018-08-10,1,0.0, --
1394686951,2018-08-10,1987,0.0,15.67%
1435177379,2018-08-10,43760,0.0,26.49%
1495559224,2018-08-10,11774,0.0,33.43%
858276859,2018-08-11,9755,0.0,25.02%
858276862,2018-08-11,356,0.0,19.22%
858277336,2018-08-11,24174,0.0,52.37%
858853112,2018-08-11,11908,0.0,42.38%
858854390,2018-08-11,19316,0.0,19.57%
859238553,2018-08-11,2147,0.0,28.58%
868539986,2018-08-11,10196,0.0,53.10%
870930626,2018-08-11,113,0.0,< 10%
870930629,2018-08-11,1279,0.0,28.03%
877479096,2018-08-11,4208,0.0,41.22%
897397435,2018-08-11,107,0.0,80.00%
897401008,2018-08-11,5,0.0,62.50%
898306746,2018-08-11,122,0.0,94.44%
898306749,2018-08-11,3,0.0,100.00%
898307685,2018-08-11,3,0.0,60.00%
903986543,2018-08-11,5457,0.0,46.15%
903986546,2018-08-11,7597,0.0,34.53%
1054087324,2018-08-11,8463,0.0,36.56%
1352721067,2018-08-11,3,0.0,< 10%
1435177634,2018-08-11,6832,0.0,42.14%
1495559224,2018-08-11,8904,0.0,33.48%
1495559227,2018-08-11,40260,0.0,37.63%
858254140,2018-08-12,8797,0.0,39.46%
858276856,2018-08-12,4387,0.0,30.54%
858276859,2018-08-12,11832,0.0,28.79%
858276862,2018-08-12,410,0.0,20.46%
858277336,2018-08-12,27441,0.0,50.38%
858277339,2018-08-12,75025,0.0,38.73%
858842837,2018-08-12,7623,0.0,25.26%
858852386,2018-08-12,19,0.0,< 10%
858853112,2018-08-12,11260,0.0,42.42%
858854390,2018-08-12,20474,0.0,20.66%
859238553,2018-08-12,1202,0.0,20.41%
868539986,2018-08-12,11843,0.0,52.44%
868539989,2018-08-12,16817,0.0,51.20%
870930626,2018-08-12,135,0.0,< 10%
877479096,2018-08-12,4113,0.0,42.67%
897401008,2018-08-12,7,0.0,100.00%
897401227,2018-08-12,68,0.0,80.00%
1066540777,2018-08-12,15,0.0, --
1066540783,2018-08-12,57,0.0,66.67%
1352721067,2018-08-12,4,0.0,< 10%
1394686951,2018-08-12,1765,0.0,15.50%
1435177379,2018-08-12,44256,0.0,23.97%
1435177634,2018-08-12,7154,0.0,43.36%
1496183700,2018-08-12,4081,0.0,23.65%
858254140,2018-08-13,10633,0.0,46.55%
858276856,2018-08-13,5997,0.0,29.78%
858276859,2018-08-13,11242,0.0,30.96%
858276862,2018-08-13,326,0.0,12.32%
858852386,2018-08-13,10,0.0,< 10%
858853112,2018-08-13,11687,0.0,40.55%
858854387,2018-08-13,19594,0.0,24.91%
868539986,2018-08-13,24818,0.0,57.13%
868539989,2018-08-13,17401,0.0,48.54%
870930626,2018-08-13,147,0.0,< 10%
877479096,2018-08-13,3076,0.0,32.19%
897401005,2018-08-13,204,0.0,68.72%
897401008,2018-08-13,6,0.0,50.00%
898306749,2018-08-13,1,0.0, --
898307685,2018-08-13,4,0.0,50.00%
903986543,2018-08-13,7313,0.0,42.22%
903986546,2018-08-13,7023,0.0,32.14%
1047267041,2018-08-13,22710,0.0,20.81%
1435177379,2018-08-13,55793,0.0,29.18%
1435177634,2018-08-13,12473,0.0,47.00%
1495559224,2018-08-13,18228,0.0,34.84%
1495559227,2018-08-13,39192,0.0,33.68%
858254140,2018-08-14,10987,0.0,50.98%
858276856,2018-08-14,6193,0.0,29.58%
858854387,2018-08-14,15130,0.0,25.58%
870930629,2018-08-14,1130,0.0,22.93%
877479096,2018-08-14,3418,0.0,29.16%
897401005,2018-08-14,194,0.0,62.15%
897401227,2018-08-14,47,0.0,90.00%
897401704,2018-08-14,78,0.0,28.80%
898307685,2018-08-14,59,0.0,100.00%
903986543,2018-08-14,7735,0.0,42.53%
903986546,2018-08-14,7561,0.0,33.63%
1054087324,2018-08-14,8644,0.0,35.62%
1066540777,2018-08-14,32,0.0,80.00%
1066540783,2018-08-14,255,0.0,94.44%
1435177634,2018-08-14,13110,0.0,48.49%
1496183700,2018-08-14,13699,0.0,19.05%
858254140,2018-08-15,11022,0.0,50.15%
858276856,2018-08-15,5905,0.0,28.51%
858276862,2018-08-15,214,0.0,11.99%
858277336,2018-08-15,47150,0.0,56.10%
858277339,2018-08-15,102973,0.0,44.80%
858842837,2018-08-15,17248,0.0,29.92%
858852386,2018-08-15,4,0.0,< 10%
858853112,2018-08-15,11490,0.0,39.17%
858854351,2018-08-15,4168,0.0,51.77%
858854387,2018-08-15,13498,0.0,24.08%
859238553,2018-08-15,1267,0.0,19.92%
868539986,2018-08-15,23208,0.0,57.28%
868539989,2018-08-15,20790,0.0,51.76%
870930629,2018-08-15,855,0.0,19.72%
877479096,2018-08-15,3989,0.0,30.28%
897397435,2018-08-15,296,0.0,66.67%
897401005,2018-08-15,204,0.0,66.00%
897401227,2018-08-15,57,0.0,76.00%
897401704,2018-08-15,64,0.0,32.82%
898307685,2018-08-15,4,0.0,75.00%
1054087324,2018-08-15,8160,0.0,35.59%
1066540777,2018-08-15,28,0.0,100.00%
1066540783,2018-08-15,308,0.0,92.86%
1352721067,2018-08-15,2,0.0,< 10%
1359648690,2018-08-15,2,0.0, --
1495559224,2018-08-15,26400,0.0,39.30%
858276859,2018-08-16,6906,0.0,27.40%
858842837,2018-08-16,16458,0.0,27.89%
858852386,2018-08-16,5,0.0,< 10%
870930626,2018-08-16,140,0.0,< 10%
870930629,2018-08-16,999,0.0,21.45%
897397435,2018-08-16,254,0.0,77.08%
897401005,2018-08-16,227,0.0,65.16%
897401008,2018-08-16,36,0.0,100.00%
897401704,2018-08-16,75,0.0,36.09%
898306749,2018-08-16,23,0.0,100.00%
898307685,2018-08-16,19,0.0,100.00%
903986543,2018-08-16,5233,0.0,45.54%
1054087324,2018-08-16,10036,0.0,38.48%
1066540777,2018-08-16,31,0.0,100.00%
1352721067,2018-08-16,10,0.0,< 10%
1394686951,2018-08-16,2785,0.0,23.89%
1435177379,2018-08-16,49291,0.0,27.53%
1435177634,2018-08-16,12027,0.0,48.88%
1495559224,2018-08-16,21140,0.0,33.72%
1495559227,2018-08-16,49132,0.0,30.22%
1496183700,2018-08-16,12849,0.0,19.33%
858254140,2018-08-17,8601,0.0,46.74%
858276859,2018-08-17,250,0.0,57.49%
858277336,2018-08-17,86262,0.0,52.90%
858842837,2018-08-17,12769,0.0,25.30%
858852386,2018-08-17,3,0.0,< 10%
858854351,2018-08-17,2840,0.0,33.74%
868539989,2018-08-17,23798,0.0,37.66%
870930629,2018-08-17,970,0.0,23.20%
877479096,2018-08-17,5328,0.0,37.88%
898306746,2018-08-17,168,0.0,86.32%
898306749,2018-08-17,26,0.0,100.00%
1047267041,2018-08-17,20423,0.0,20.00%
1054087324,2018-08-17,12923,0.0,33.76%
1066540777,2018-08-17,16,0.0,83.33%
1066540783,2018-08-17,273,0.0,94.74%
1352721067,2018-08-17,11,0.0,< 10%
1359648690,2018-08-17,1,0.0, --
1435177379,2018-08-17,37142,0.0,21.66%
1435177634,2018-08-17,9186,0.0,42.65%
1495559224,2018-08-17,21155,0.0,35.20%
1495559227,2018-08-17,41752,0.0,26.75%
1496183700,2018-08-17,12519,0.0,19.52%
858254140,2018-08-18,7284,0.0,43.34%
858277339,2018-08-18,163553,0.0,39.55%
858852386,2018-08-18,4,0.0,< 10%
858853112,2018-08-18,21872,0.0,39.83%
858854351,2018-08-18,2559,0.0,30.04%
858854390,2018-08-18,863,0.0,50.92%
859238553,2018-08-18,1166,0.0,19.84%
868539986,2018-08-18,19472,0.0,43.75%
870930626,2018-08-18,114,0.0,< 10%
877479096,2018-08-18,6651,0.0,40.20%
897942446,2018-08-18,2,0.0,100.00%
898306749,2018-08-18,19,0.0,63.64%
903986543,2018-08-18,34,0.0,63.33%
1047267041,2018-08-18,19639,0.0,18.38%
1066540783,2018-08-18,116,0.0,80.95%
1352721067,2018-08-18,9,0.0,< 10%
1435177379,2018-08-18,37497,0.0,19.86%
1435177634,2018-08-18,6640,0.0,42.82%
1495559224,2018-08-18,16659,0.0,35.52%
1495559227,2018-08-18,39244,0.0,25.28%
858276859,2018-08-19,357,0.0,60.85%
858276862,2018-08-19,307,0.0,20.00%
858277339,2018-08-19,164970,0.0,38.75%
858842837,2018-08-19,11481,0.0,27.56%
858852386,2018-08-19,3,0.0,< 10%
858853112,2018-08-19,20701,0.0,39.63%
858854387,2018-08-19,1466,0.0,65.03%
868539986,2018-08-19,19423,0.0,41.36%
870930626,2018-08-19,126,0.0,< 10%
897397435,2018-08-19,112,0.0,67.86%
897401005,2018-08-19,116,0.0,72.34%
897401008,2018-08-19,43,0.0,96.15%
897401704,2018-08-19,22,0.0,39.02%
898306746,2018-08-19,90,0.0,81.82%
898307685,2018-08-19,5,0.0,100.00%
903986546,2018-08-19,115,0.0,46.15%
1054087324,2018-08-19,13293,0.0,30.47%
1066540783,2018-08-19,139,0.0,100.00%
1352721067,2018-08-19,17,0.0,< 10%
1401251886,2018-09-09,236,0.0,43.87%
1435177637,2018-09-09,23143,0.0,45.54%
1496183703,2018-09-09,34805,0.0,19.82%
1521914556,2018-09-09,1982,0.0,18.82%
1528591131,2018-09-09,569,0.0,19.73%
858254137,2018-09-10,4635,0.0,49.70%
858854348,2018-09-10,2542,0.0,35.19%
859238532,2018-09-10,10520,0.0,21.82%
897401707,2018-09-10,1,0.0,< 10%
897942443,2018-09-10,93,0.0,96.08%
1047267038,2018-09-10,12079,0.0,18.96%
1066540786,2018-09-10,141,0.0,85.71%
1352721070,2018-09-10,8,0.0,12.90%
1359648693,2018-09-10,10,0.0,100.00%
1400682440,2018-09-10,6677,0.0,99.74%
1435177118,2018-09-10,48375,0.0,36.48%
1435177637,2018-09-10,26491,0.0,50.30%
1469398706,2018-09-10,14862,0.0,24.72%
1469699950,2018-09-10,15093,0.0,20.31%
1528591131,2018-09-10,622,0.0,21.96%
858254137,2018-09-11,4258,0.0,49.53%
858854348,2018-09-11,2354,0.0,32.56%
859238529,2018-09-11,7943,0.0,26.91%
897397588,2018-09-11,390,0.0,82.86%
897401707,2018-09-11,2,0.0,66.67%
1047267038,2018-09-11,14659,0.0,20.08%
1054087321,2018-09-11,4805,0.0,59.53%
1066540786,2018-09-11,134,0.0,100.00%
1400682440,2018-09-11,7913,0.0,99.62%
1401251886,2018-09-11,1109,0.0,49.67%
1435177118,2018-09-11,47829,0.0,34.93%
1435177637,2018-09-11,31020,0.0,52.37%
1521914556,2018-09-11,2933,0.0,25.58%
858276865,2018-09-12,928,0.0,21.24%
858842840,2018-09-12,19704,0.0,16.06%
858854348,2018-09-12,2756,0.0,33.59%
1352721070,2018-09-12,16,0.0,15.38%
1394686948,2018-09-12,14585,0.0,79.86%
1401251886,2018-09-12,405,0.0,58.54%
1435177637,2018-09-12,30928,0.0,53.29%
1469398709,2018-09-12,44932,0.0,28.26%
858254137,2018-09-13,3411,0.0,44.82%
858276865,2018-09-13,1134,0.0,19.36%
858842840,2018-09-13,18116,0.0,14.03%
859238529,2018-09-13,7766,0.0,24.32%
877479093,2018-09-13,1430,0.0,51.69%
897397588,2018-09-13,589,0.0,92.31%
897942443,2018-09-13,60,0.0,85.29%
1066540786,2018-09-13,250,0.0,100.00%
1352721070,2018-09-13,9,0.0,< 10%
1435177637,2018-09-13,28363,0.0,52.63%
1469398709,2018-09-13,48982,0.0,28.69%
1496183703,2018-09-13,30719,0.0,22.24%
1528591131,2018-09-13,1001,0.0,24.00%
858276865,2018-09-14,852,0.0,15.64%
858842840,2018-09-14,12791,0.0,11.67%
897397588,2018-09-14,843,0.0,83.05%
897401707,2018-09-14,4,0.0,36.36%
1066540786,2018-09-14,312,0.0,100.00%
1394686948,2018-09-14,16661,0.0,96.58%
1400682440,2018-09-14,3558,0.0,54.18%
1401251886,2018-09-14,542,0.0,35.38%
1435177118,2018-09-14,31559,0.0,30.15%
1469398709,2018-09-14,44439,0.0,28.14%
1496183703,2018-09-14,26614,0.0,20.91%
1528591131,2018-09-14,1087,0.0,21.59%
858254137,2018-09-15,1505,0.0,37.47%
858276865,2018-09-15,1893,0.0,21.56%
858854348,2018-09-15,1395,0.0,33.48%
859238529,2018-09-15,5566,0.0,23.73%
859238532,2018-09-15,14349,0.0,26.79%
897397588,2018-09-15,1527,0.0,89.22%
897942443,2018-09-15,30,0.0,87.50%
1054087321,2018-09-15,2246,0.0,66.15%
1066540786,2018-09-15,581,0.0,96.77%
1401251886,2018-09-15,377,0.0,38.16%
1435177637,2018-09-15,22341,0.0,44.59%
1469398706,2018-09-15,19811,0.0,34.04%
1469398709,2018-09-15,45941,0.0,26.93%
1528591131,2018-09-15,1200,0.0,22.05%
858276865,2018-09-16,1099,0.0,18.17%
858854348,2018-09-16,1415,0.0,32.47%
877479093,2018-09-16,1083,0.0,50.22%
897397588,2018-09-16,1453,0.0,80.91%
897942443,2018-09-16,80,0.0,90.00%
1066540786,2018-09-16,647,0.0,93.33%
1400682440,2018-09-16,131,0.0,21.21%
1401251886,2018-09-16,416,0.0,49.53%
1435177118,2018-09-16,23297,0.0,28.91%
1469398706,2018-09-16,20078,0.0,33.11%
1469398709,2018-09-16,45442,0.0,25.80%
1496183703,2018-09-16,34963,0.0,20.92%
1521914556,2018-09-16,2819,0.0,21.68%
1528591131,2018-09-16,1611,0.0,24.66%
858842840,2018-09-17,18580,0.0,12.90%
859238532,2018-09-17,13906,0.0,25.01%
897942443,2018-09-17,73,0.0,91.67%
1047267038,2018-09-17,14933,0.0,20.65%
1352721070,2018-09-17,8,0.0,12.82%
1394686948,2018-09-17,21745,0.0,92.01%
1400682440,2018-09-17,29,0.0,31.25%
1401251886,2018-09-17,254,0.0,11.68%
1435177118,2018-09-17,48921,0.0,33.19%
1435177637,2018-09-17,26185,0.0,47.64%
1469398706,2018-09-17,30079,0.0,32.66%
1469398709,2018-09-17,43896,0.0,26.41%
1469699950,2018-09-17,16560,0.0,21.22%
1496183703,2018-09-17,32002,0.0,23.21%
1521914556,2018-09-17,2568,0.0,21.13%
1528591131,2018-09-17,1712,0.0,28.82%
858276865,2018-09-18,1583,0.0,14.96%
858854348,2018-09-18,1932,0.0,26.75%
859238529,2018-09-18,8648,0.0,26.76%
859238532,2018-09-18,14985,0.0,27.29%
877479093,2018-09-18,2120,0.0,58.08%
897397588,2018-09-18,2011,0.0,82.96%
897401707,2018-09-18,11,0.0,50.00%
897942443,2018-09-18,81,0.0,90.74%
1047267038,2018-09-18,19007,0.0,20.27%
1066540786,2018-09-18,408,0.0,100.00%
1352721070,2018-09-18,21,0.0,14.93%
1394686948,2018-09-18,54483,0.0,91.10%
1400682440,2018-09-18,13,0.0,13.73%
1435177637,2018-09-18,26430,0.0,48.25%
1469398706,2018-09-18,24039,0.0,34.36%
1469398709,2018-09-18,32943,0.0,28.34%
1521914556,2018-09-18,3632,0.0,26.91%
1528591131,2018-09-18,1757,0.0,26.76%
859238529,2018-09-19,7748,0.0,26.89%
877479093,2018-09-19,1820,0.0,60.51%
897397588,2018-09-19,1402,0.0,79.03%
897942443,2018-09-19,51,0.0,84.38%
1047267038,2018-09-19,18275,0.0,21.27%
1054087321,2018-09-19,5376,0.0,83.26%
1352721070,2018-09-19,16,0.0,< 10%
1394686948,2018-09-19,62346,0.0,90.13%
1400682440,2018-09-19,29,0.0,< 10%
1401251886,2018-09-19,169,0.0,46.51%
1435177118,2018-09-19,40619,0.0,31.79%
1435177637,2018-09-19,24062,0.0,48.92%
858254137,2018-09-20,2912,0.0,43.63%
858854348,2018-09-20,1942,0.0,27.01%
859238529,2018-09-20,7037,0.0,28.73%
897397588,2018-09-20,1404,0.0,82.29%
1054087321,2018-09-20,4873,0.0,74.13%
1066540786,2018-09-20,761,0.0,95.83%
1352721070,2018-09-20,12,0.0,12.33%
1359648693,2018-09-20,12,0.0,100.00%
1394686948,2018-09-20,28700,0.0,88.84%
1400682440,2018-09-20,38,0.0,< 10%
1401251886,2018-09-20,209,0.0,46.97%
1435177118,2018-09-20,36434,0.0,31.32%
1496183703,2018-09-20,54472,0.0,20.53%
1521914556,2018-09-20,2734,0.0,20.65%
1528591131,2018-09-20,1896,0.0,29.32%
858254137,2018-09-21,2314,0.0,40.64%
858276865,2018-09-21,1639,0.0,14.53%
859238532,2018-09-21,13042,0.0,27.24%
897397588,2018-09-21,1817,0.0,85.44%
897942443,2018-09-21,40,0.0,88.00%
1047267038,2018-09-21,19662,0.0,24.34%
1401251886,2018-09-21,113,0.0,44.00%
1496183703,2018-09-21,46529,0.0,19.83%
858254137,2018-09-22,1514,0.0,39.08%
858276865,2018-09-22,1924,0.0,15.70%
858854348,2018-09-22,1011,0.0,27.70%
877479093,2018-09-22,1386,0.0,63.59%
897397588,2018-09-22,1281,0.0,85.43%
897942443,2018-09-22,43,0.0,90.00%
1054087321,2018-09-22,2047,0.0,73.26%
1066540786,2018-09-22,363,0.0,100.00%
1359648693,2018-09-22,5,0.0,66.67%
1394686948,2018-09-22,29264,0.0,87.93%
1400682440,2018-09-22,27,0.0,12.86%
1401251886,2018-09-22,189,0.0,13.55%
1435177118,2018-09-22,14807,0.0,26.74%
858254137,2018-09-23,1811,0.0,36.97%
858842840,2018-09-23,14349,0.0,10.75%
877479093,2018-09-23,1005,0.0,54.26%
897397588,2018-09-23,1185,0.0,83.96%
897942443,2018-09-23,44,0.0,77.78%
1047267038,2018-09-23,14144,0.0,22.63%
1352721070,2018-09-23,24,0.0,17.86%
1394686948,2018-09-23,15718,0.0,86.84%
1400682440,2018-09-23,15,0.0,< 10%
1401251886,2018-09-23,184,0.0,10.15%
1521914556,2018-09-23,3036,0.0,21.75%
1528591131,2018-09-23,2071,0.0,26.41%
858254137,2018-09-24,4115,0.0,45.86%
859238532,2018-09-24,13704,0.0,26.15%
1047267038,2018-09-24,24865,0.0,25.28%
1066540786,2018-09-24,431,0.0,84.00%
1352721070,2018-09-24,33,0.0,15.48%
1359648693,2018-09-24,14,0.0,100.00%
1401251886,2018-09-24,169,0.0,51.72%
1435177118,2018-09-24,44171,0.0,36.19%
1435177637,2018-09-24,22129,0.0,37.13%
1496183703,2018-09-24,52551,0.0,20.38%
1528591131,2018-09-24,2750,0.0,33.84%
858276865,2018-09-25,1759,0.0,15.38%
858854348,2018-09-25,1722,0.0,34.12%
859238529,2018-09-25,10120,0.0,30.58%
859238532,2018-09-25,12139,0.0,24.83%
877479093,2018-09-25,1813,0.0,62.98%
897397588,2018-09-25,1333,0.0,88.68%
897401707,2018-09-25,18,0.0,28.00%
1352721070,2018-09-25,14,0.0,17.86%
1394686948,2018-09-25,26791,0.0,90.79%
1400682440,2018-09-25,11,0.0,< 10%
1401251886,2018-09-25,155,0.0,44.44%
1435177637,2018-09-25,26506,0.0,38.24%
858254137,2018-09-26,4136,0.0,45.93%
858854348,2018-09-26,1681,0.0,37.20%
859238532,2018-09-26,11431,0.0,23.32%
897397588,2018-09-26,1647,0.0,89.68%
1047267038,2018-09-26,25744,0.0,25.33%
1352721070,2018-09-26,18,0.0,17.31%
1359648693,2018-09-26,8,0.0,100.00%
1400682440,2018-09-26,100,0.0,44.50%
1435177118,2018-09-26,43234,0.0,37.76%
1435177637,2018-09-26,26696,0.0,42.62%
1496183703,2018-09-26,49773,0.0,20.63%
1521914556,2018-09-26,2923,0.0,23.27%
858254137,2018-09-27,4488,0.0,46.60%
859238529,2018-09-27,9007,0.0,25.90%
897401707,2018-09-27,17,0.0,23.91%
1359648693,2018-09-27,12,0.0,100.00%
1394686948,2018-09-27,66678,0.0,89.80%
1401251886,2018-09-27,105,0.0,39.53%
1496183703,2018-09-27,44778,0.0,20.52%
1521914556,2018-09-27,2099,0.0,20.30%
858254137,2018-09-28,3761,0.0,42.40%
858276865,2018-09-28,1389,0.0,13.56%
858842840,2018-09-28,10237,0.0,12.69%
858854348,2018-09-28,1686,0.0,42.40%
897401707,2018-09-28,44,0.0,33.33%
1047267038,2018-09-28,20699,0.0,23.97%
1054087321,2018-09-28,4005,0.0,77.41%
1066540786,2018-09-28,664,0.0,93.55%
1394686948,2018-09-28,48969,0.0,89.17%
1435177118,2018-09-28,29328,0.0,33.74%
1435177637,2018-09-28,22686,0.0,35.72%
858854348,2018-09-29,1273,0.0,46.48%
859238529,2018-09-29,7057,0.0,25.24%
859238532,2018-09-29,11876,0.0,20.56%
877479093,2018-09-29,1053,0.0,51.71%
897397588,2018-09-29,1661,0.0,85.00%
897401707,2018-09-29,34,0.0,27.59%
897942443,2018-09-29,13,0.0,66.67%
1066540786,2018-09-29,445,0.0,100.00%
1352721070,2018-09-29,13,0.0,15.69%
1400682440,2018-09-29,443,0.0,59.55%
1401251886,2018-09-29,114,0.0,14.50%
1435177118,2018-09-29,18322,0.0,30.51%
1496183703,2018-09-29,48018,0.0,18.68%
858276865,2018-09-30,1843,0.0,16.25%
858842840,2018-09-30,12770,0.0,12.68%
858854348,2018-09-30,1515,0.0,47.87%
859238529,2018-09-30,9017,0.0,28.93%
859238532,2018-09-30,14518,0.0,23.21%
877479093,2018-09-30,1181,0.0,56.25%
897397588,2018-09-30,1444,0.0,86.23%
1066540786,2018-09-30,617,0.0,83.33%
1400682440,2018-09-30,18,0.0,< 10%
1401251886,2018-09-30,109,0.0,19.75%
1435177118,2018-09-30,23082,0.0,31.40%
1435177637,2018-09-30,23270,0.0,33.79%
858276865,2018-10-01,1760,0.0,19.08%
859238529,2018-10-01,11576,0.0,30.71%
877479093,2018-10-01,1839,0.0,57.71%
897397588,2018-10-01,2993,0.0,95.12%
1047267038,2018-10-01,22555,0.0,22.10%
1054087321,2018-10-01,5612,0.0,81.76%
1066540786,2018-10-01,1418,0.0,98.46%
1394686948,2018-10-01,49023,0.0,88.83%
1401251886,2018-10-01,133,0.0,32.32%
1435177637,2018-10-01,29684,0.0,40.65%
1521914556,2018-10-01,2809,0.0,20.53%
1528591131,2018-10-01,6202,0.0,36.26%
858276865,2018-10-02,1305,0.0,19.00%
859238529,2018-10-02,9212,0.0,32.77%
859238532,2018-10-02,12104,0.0,29.52%
897397588,2018-10-02,4354,0.0,86.23%
1054087321,2018-10-02,5638,0.0,81.17%
1066540786,2018-10-02,2204,0.0,98.15%
1435177637,2018-10-02,22918,0.0,51.75%
1521914556,2018-10-02,2271,0.0,19.28%
1585224205,2018-10-02,16504,0.0,52.74%
858842840,2018-10-03,15476,0.0,16.21%
858854348,2018-10-03,2266,0.0,43.76%
877479093,2018-10-03,2160,0.0,54.89%
897397588,2018-10-03,5201,0.0,89.93%
897401707,2018-10-03,54,0.0,29.89%
